,id,rate
0,6001,100.0
1,6001,0.0
2,6001,100.0
3,6001,100.0
4,6001,87.52
5,6001,100.0
6,6001,96.6
7,6001,0.0
8,6001,100.0
9,6001,97.41
10,6001,0.0
11,6001,0.0
12,6001,100.0
13,6001,100.0
14,6001,100.0
15,6001,100.0
16,6001,100.0
17,6001,0.0
18,6001,100.0
19,6001,100.0
20,6001,100.0
21,6001,100.0
22,6001,100.0
23,6001,100.0
24,6001,100.0
25,6001,0.0
26,6001,100.0
27,6001,100.0
28,6001,0.0
29,6001,100.0
30,6001,100.0
31,6001,100.0
32,6001,100.0
33,6001,100.0
34,6001,100.0
35,6001,100.0
36,6001,100.0
37,6001,100.0
38,6001,100.0
39,6001,100.0
40,6001,99.72
41,6001,100.0
42,6001,100.0
43,6001,100.0
44,6001,100.0
45,6001,100.0
46,6001,100.0
47,6001,100.0
48,6001,100.0
49,6001,100.0
50,6001,100.0
51,6001,100.0
52,6001,100.0
53,6001,100.0
54,6001,100.0
55,6001,100.0
56,6001,100.0
57,6001,100.0
58,6001,100.0
59,6001,97.44
60,6001,100.0
61,6001,100.0
62,6001,100.0
63,6001,100.0
64,6001,100.0
65,6001,100.0
66,6001,100.0
67,6001,93.92
68,6001,87.09
69,6001,100.0
70,6001,100.0
71,6001,100.0
72,6001,100.0
73,6001,100.0
74,6001,100.0
75,6001,100.0
76,6001,100.0
77,6001,100.0
78,6001,98.72
79,6001,100.0
80,6001,100.0
81,6001,100.0
82,6001,100.0
83,6001,100.0
84,6001,100.0
85,6001,100.0
86,6001,100.0
87,6001,100.0
88,6001,100.0
89,6001,0.0
90,6001,100.0
91,6001,0.0
92,6001,100.0
93,6001,0.0
94,6001,100.0
95,6001,100.0
96,6001,100.0
97,6001,100.0
98,6001,100.0
99,6001,100.0
100,6001,100.0
101,6001,100.0
102,6001,100.0
103,6001,100.0
104,6001,100.0
105,6001,100.0
106,6001,100.0
107,6001,100.0
108,6001,100.0
109,6001,0.0
110,6001,100.0
111,6001,100.0
112,6001,100.0
113,6001,100.0
114,6001,0.0
115,6001,100.0
116,6001,100.0
117,6001,100.0
118,6001,100.0
119,6001,100.0
120,6001,0.0
121,6001,100.0
122,6001,100.0
123,6001,100.0
124,6001,0.0
125,6001,100.0
126,6001,100.0
127,6001,100.0
128,6001,0.0
129,6001,100.0
130,6001,0.0
131,6001,0.0
132,6001,0.0
133,6001,0.0
134,6001,100.0
135,6001,0.0
136,6001,0.0
137,6001,0.0
138,6001,100.0
139,6001,100.0
140,6001,0.0
141,6001,0.0
142,6001,0.0
143,6001,0.0
144,6001,100.0
145,6001,100.0
146,6001,0.0
147,6001,0.0
148,6001,0.0
149,6001,100.0
150,6001,0.0
151,6001,0.0
152,6001,100.0
153,6001,100.0
154,6001,100.0
155,6001,97.59
156,6001,99.59
157,6001,100.0
158,6001,99.62
159,6001,99.64
160,6001,97.99
161,6001,94.55
162,6001,92.52
163,6001,97.27
164,6001,100.0
165,6001,100.0
166,6001,100.0
167,6001,100.0
168,6001,100.0
169,6001,100.0
170,6001,100.0
171,6001,100.0
172,6001,100.0
173,6001,100.0
174,6001,98.34
175,6001,100.0
176,6001,97.1
177,6001,100.0
178,6001,100.0
179,6001,0.0
180,6001,100.0
181,6001,100.0
182,6001,99.91
183,6001,100.0
184,6001,100.0
185,6001,100.0
186,6001,0.0
187,6001,100.0
188,6001,100.0
189,6001,99.91
190,6001,100.0
191,6001,100.0
192,6001,100.0
193,6001,0.0
194,6001,100.0
195,6001,100.0
